PWM	motif_score_0.001	motif_score_0.0005	motif_score_0.0001
ZN260.H13CORE.0.P.C	-8.07089	-6.08949	-1.90669
ZN263.H13CORE.0.PM.A	4.59625	5.49058	7.32210
ZN263.H13CORE.1.P.B	2.34721	3.57121	6.11681
ZN264.H13CORE.0.P.B	3.77451	4.74191	6.77491
ZN266.H13CORE.0.P.B	2.71561	3.89501	6.33741
ZN267.H13CORE.0.P.C	3.29551	4.32161	6.48331
ZN273.H13CORE.0.P.C	2.29741	3.44891	5.87841
ZN274.H13CORE.0.SM.B	0.25251	1.86061	5.23252
ZN274.H13CORE.1.P.B	0.58171	1.95001	4.81591
ZN274.H13CORE.2.P.B	4.17151	5.05871	6.92781
ZN276.H13CORE.0.SM.B	-0.55039	0.91771	3.99121
ZN281.H13CORE.0.P.B	-2.95699	-1.07909	2.90461
ZN281.H13CORE.1.SM.B	1.62111	2.99631	5.79451
ZN282.H13CORE.0.P.B	3.92454	4.92963	7.16603
ZN283.H13CORE.0.P.C	2.75861	3.86981	6.20711
ZN284.H13CORE.0.P.C	-5.51499	-3.59139	0.44961
ZN285.H13CORE.0.P.C	-0.09569	1.29941	4.23551
ZN296.H13CORE.0.S.C	3.75235	5.42118	7.83781
ZN302.H13CORE.0.P.B	-10.45469	-8.36159	-3.93929
ZN304.H13CORE.0.P.C	-2.64719	-1.13569	2.07721
ZN316.H13CORE.0.P.C	0.23511	1.56961	4.39251
ZN317.H13CORE.0.P.B	2.74211	3.85671	6.19991
ZN317.H13CORE.1.P.B	2.44741	3.56151	5.92121
ZN320.H13CORE.0.P.B	1.39511	2.71151	5.45381
ZN320.H13CORE.1.P.B	4.63151	5.56263	7.37960
ZN322.H13CORE.0.P.C	3.63941	4.64281	6.74141
ZN329.H13CORE.0.P.C	3.53401	4.52331	6.61341
ZN329.H13CORE.1.P.C	3.13942	4.26152	6.58845
ZN331.H13CORE.0.P.B	-1.42709	0.07801	3.25071
ZN333.H13CORE.0.P.C	4.17054	5.21297	7.29592
ZN335.H13CORE.0.P.B	1.70871	3.04591	5.79841
ZN335.H13CORE.1.P.D	5.11223	5.65935	7.81872
ZN337.H13CORE.0.P.C	3.72561	4.68031	6.69951
ZN33B.H13CORE.0.P.C	0.06411	1.45241	4.36771
ZN341.H13CORE.0.P.B	4.36288	5.38112	7.23916
ZN341.H13CORE.1.P.B	3.91131	4.91511	6.97551
ZN343.H13CORE.0.PSM.A	2.72381	4.21691	7.11381
ZN350.H13CORE.0.P.B	4.33151	5.25581	7.13351
ZN362.H13CORE.0.P.C	-4.45599	-2.81979	0.67161
ZN37A.H13CORE.0.P.B	-9.17069	-7.14619	-2.86639
ZN382.H13CORE.0.P.B	1.70651	2.92931	5.50521
ZN383.H13CORE.0.P.C	4.02711	4.96551	6.92471
ZN384.H13CORE.0.PSM.A	-1.54349	0.38891	4.21351
ZN394.H13CORE.0.P.C	2.82711	4.07931	6.63771
ZN407.H13CORE.0.P.B	3.38201	4.45091	6.66801
ZN410.H13CORE.0.SM.B	-5.03579	-3.07499	1.15731
ZN416.H13CORE.0.P.C	2.57691	3.68751	6.03081
ZN417.H13CORE.0.P.C	2.92881	4.16371	6.67181
ZN418.H13CORE.0.P.B	0.95061	2.37141	5.31591
ZN423.H13CORE.0.P.C	4.16561	5.13631	7.12231
ZN425.H13CORE.0.P.C	4.97132	5.82583	7.49613
ZN429.H13CORE.0.P.C	2.81281	3.95071	6.31951
ZN430.H13CORE.0.P.C	-18.44659	-15.91799	-10.55219
ZN431.H13CORE.0.P.C	2.96471	4.17891	6.65991
ZN432.H13CORE.0.P.C	3.08581	4.12421	6.32361
ZN433.H13CORE.0.P.C	2.22111	3.48341	6.09221
ZN433.H13CORE.1.P.C	-3.57489	-1.84929	1.76271
ZN436.H13CORE.0.P.C	-7.57089	-5.62859	-1.52809
ZN440.H13CORE.0.P.C	2.26591	3.47541	5.99361
ZN441.H13CORE.0.P.C	4.51996	5.62278	7.57013
ZN441.H13CORE.1.P.C	-18.33579	-16.05609	-11.19109
ZN443.H13CORE.0.P.C	-21.14919	-18.48119	-12.82769
ZN444.H13CORE.0.S.C	-1.80259	-0.09889	3.42891
ZN449.H13CORE.0.P.B	3.01811	4.34700	6.97427
ZN449.H13CORE.1.S.C	4.75741	5.61561	7.29111
ZN454.H13CORE.0.P.B	2.16811	3.39911	5.95001
ZN454.H13CORE.1.SM.B	2.95251	4.24781	6.89411
ZN460.H13CORE.0.S.C	3.56941	4.79101	7.24842
ZN467.H13CORE.0.P.C	1.79551	3.05241	5.67501
ZN468.H13CORE.0.P.C	0.75011	2.28121	5.42651
ZN479.H13CORE.0.P.C	2.36671	3.61421	6.19021
ZN480.H13CORE.0.P.C	3.53361	4.57961	6.75261
ZN480.H13CORE.1.P.C	5.09261	5.94942	7.46638
ZN483.H13CORE.0.P.C	0.29241	1.79421	4.91271
ZN484.H13CORE.0.P.C	2.07511	3.26021	5.75581
ZN485.H13CORE.0.P.C	0.31141	1.73241	4.69191
ZN490.H13CORE.0.P.C	-7.87979	-5.84869	-1.56569
ZN492.H13CORE.0.P.C	-0.28739	1.30281	4.59471
ZN502.H13CORE.0.P.C	2.44171	3.62251	6.08681
ZN506.H13CORE.0.P.C	0.58431	2.04291	5.06301
ZN510.H13CORE.0.P.C	-2.42099	-0.67519	2.93281
ZN510.H13CORE.1.P.C	4.69282	5.55056	7.33035
ZN519.H13CORE.0.P.C	-0.19439	1.26121	4.31311
ZN524.H13CORE.0.S.B	3.25111	4.45372	6.96922
ZN527.H13CORE.0.P.C	3.33921	4.43341	6.68571
ZN528.H13CORE.0.P.B	3.13521	4.22981	6.51111
ZN529.H13CORE.0.P.B	-7.47979	-5.59069	-1.59589
ZN530.H13CORE.0.P.B	2.35931	3.60631	6.19101
ZN534.H13CORE.0.P.C	1.69701	3.11731	6.02021
ZN534.H13CORE.1.P.C	-12.21319	-9.98969	-5.28789
ZN540.H13CORE.0.P.C	4.04931	4.99931	6.96811
ZN543.H13CORE.0.P.C	3.63021	4.62841	6.72091
ZN547.H13CORE.0.P.B	2.60261	3.78251	6.22131
ZN548.H13CORE.0.P.B	3.00041	4.08681	6.36731
ZN549.H13CORE.0.P.B	1.65701	2.90581	5.53091
ZN550.H13CORE.0.P.C	-34.60489	-31.48119	-24.82829
ZN554.H13CORE.0.P.C	4.25771	5.17701	7.06831
ZN554.H13CORE.1.P.C	4.93661	5.63844	7.05806
ZN557.H13CORE.0.P.C	4.47021	5.31181	7.06341
ZN558.H13CORE.0.P.B	-1.48179	-0.00719	3.11081
ZN560.H13CORE.0.P.C	-2.71569	-1.21039	1.99211
ZN561.H13CORE.0.P.C	3.29011	4.35831	6.58001
ZN562.H13CORE.0.P.C	-17.25299	-14.80289	-9.59969
ZN563.H13CORE.0.P.C	4.42761	5.29341	7.08321
ZN563.H13CORE.1.P.C	4.75881	5.55591	7.17921
ZN564.H13CORE.0.P.C	-12.60019	-10.46979	-5.93689
ZN565.H13CORE.0.P.C	-6.37849	-4.62869	-0.90689
ZN566.H13CORE.0.P.C	1.06031	2.36361	5.09951
ZN567.H13CORE.0.P.C	0.05411	1.40501	4.25931
ZN570.H13CORE.0.P.C	-1.12949	0.56421	4.05691
ZN573.H13CORE.0.P.C	2.48871	3.70411	6.20531
ZN574.H13CORE.0.P.B	4.65601	5.55381	7.32251
ZN577.H13CORE.0.P.B	1.90441	3.28081	6.08441
ZN578.H13CORE.0.P.C	-14.90619	-12.64299	-7.83479
ZN580.H13CORE.0.SM.B	2.69244	5.68794	7.83371
ZN580.H13CORE.1.SM.B	3.44761	4.99361	7.47611
ZN582.H13CORE.0.P.C	3.98322	5.00811	7.12136
ZN584.H13CORE.0.P.B	-1.94609	-0.41409	2.82301
ZN584.H13CORE.1.P.C	2.97771	4.14481	6.54141
ZN586.H13CORE.0.P.C	-13.61169	-11.39579	-6.68999
ZN587.H13CORE.0.P.C	2.02161	3.24841	5.80821
ZN595.H13CORE.0.P.C	1.54931	2.77851	5.37441
ZN605.H13CORE.0.P.C	2.50731	3.64181	6.03101
ZN610.H13CORE.0.P.B	2.45811	3.80021	6.50201
ZN610.H13CORE.1.P.C	2.39921	3.56011	5.99831
ZN611.H13CORE.0.P.C	2.66341	3.84101	6.29031
ZN611.H13CORE.1.P.C	-20.58989	-18.12979	-12.88399
ZN613.H13CORE.0.P.C	3.58791	4.60331	6.72331
ZN614.H13CORE.0.P.C	4.35741	5.23401	7.06121
ZN615.H13CORE.0.P.C	2.40351	3.60731	6.10351
ZN616.H13CORE.0.P.C	3.12981	4.27511	6.61851
ZN621.H13CORE.0.P.C	3.97561	4.91531	6.88531
ZN623.H13CORE.0.P.C	-15.35139	-13.05049	-8.16079
ZN626.H13CORE.0.P.C	2.10391	3.34241	5.91271
ZN627.H13CORE.0.P.C	-11.22939	-9.14059	-4.70689
ZN649.H13CORE.0.P.C	-29.87469	-26.97809	-20.79689
ZN652.H13CORE.0.PS.A	2.81454	4.14624	6.84463
ZN660.H13CORE.0.SM.B	3.81051	4.83551	6.94691
ZN662.H13CORE.0.P.C	3.51151	4.55351	6.71571
ZN664.H13CORE.0.P.C	2.57511	3.78531	6.28831
ZN664.H13CORE.1.P.C	3.57997	4.78749	6.97201
ZN667.H13CORE.0.P.C	4.44101	5.29241	7.06641
ZN667.H13CORE.1.P.C	4.71942	5.55379	7.26643
ZN669.H13CORE.0.P.B	0.94781	2.24921	4.99221
ZN669.H13CORE.1.P.C	0.37671	1.96399	5.20415
ZN671.H13CORE.0.P.C	2.39381	3.62591	6.17251
ZN674.H13CORE.0.P.C	3.45671	4.64491	7.01491
ZN675.H13CORE.0.P.C	-16.17799	-13.86239	-8.94019
ZN677.H13CORE.0.P.C	2.00411	3.26921	5.89421
ZN680.H13CORE.0.P.B	-1.57319	0.08341	3.52151
ZN681.H13CORE.0.P.C	2.19971	3.44881	6.03761
ZN682.H13CORE.0.P.B	1.40431	2.64411	5.26411
ZN682.H13CORE.1.P.B	3.81201	5.03255	7.50528
ZN684.H13CORE.0.P.C	1.26931	2.59531	5.37081
ZN684.H13CORE.1.M.C	4.39791	5.35651	7.26181
ZN692.H13CORE.0.P.C	3.63328	4.77251	7.00513
ZN701.H13CORE.0.P.B	1.96321	3.24301	5.89801
ZN701.H13CORE.1.P.B	4.20555	5.24534	7.27819
ZN704.H13CORE.0.SM.B	3.19651	4.53281	7.07761
ZN707.H13CORE.0.P.B	1.14741	2.51501	5.35211
ZN708.H13CORE.0.P.B	1.96431	3.24991	5.91991
ZN708.H13CORE.1.P.B	3.75049	4.76438	7.13289
ZN711.H13CORE.0.P.C	4.79061	5.70831	7.42572
ZN713.H13CORE.0.SM.B	2.07791	3.29021	5.82861
ZN714.H13CORE.0.P.C	2.59371	3.91781	6.62501
ZN716.H13CORE.0.P.C	4.16121	5.07041	6.96871
ZN716.H13CORE.1.P.C	4.65931	5.51443	7.24335
ZN730.H13CORE.0.P.C	4.44801	5.32311	7.13571
ZN736.H13CORE.0.P.C	-11.57139	-9.42579	-4.87729
ZN740.H13CORE.0.P.C	1.87844	3.34349	6.46430
ZN740.H13CORE.1.S.C	0.80081	2.25431	5.26311
ZN749.H13CORE.0.P.C	2.33271	3.56611	6.11511
ZN749.H13CORE.1.P.C	4.26043	5.42124	7.52720
ZN75A.H13CORE.0.SM.B	3.29691	4.43571	6.77511
ZN75D.H13CORE.0.P.B	-0.83219	0.85831	4.35061
ZN75D.H13CORE.1.P.B	-11.95229	-9.73299	-5.03709
ZN765.H13CORE.0.P.C	0.89791	2.18041	4.89221
ZN766.H13CORE.0.P.B	3.11151	4.22801	6.54151
ZN766.H13CORE.1.P.B	2.78114	4.14053	6.94380
ZN768.H13CORE.0.P.B	-3.58909	-1.86459	1.76251
ZN768.H13CORE.1.P.B	-2.80489	-1.16099	2.30141
ZN770.H13CORE.0.P.B	4.34741	5.34603	7.34119
ZN770.H13CORE.1.P.B	2.15141	3.39881	5.99441
ZN771.H13CORE.0.SM.B	-2.19639	-0.37599	3.49232
ZN776.H13CORE.0.P.C	2.28611	3.42031	5.82301
ZN778.H13CORE.0.P.C	4.20671	5.15101	7.09371
ZN778.H13CORE.1.P.B	-12.45419	-10.38949	-5.99169
ZN782.H13CORE.0.P.C	2.50031	3.63541	6.02161
ZN784.H13CORE.0.SM.B	0.76561	2.39281	5.60781
ZN787.H13CORE.0.M.C	-3.33429	-1.46749	2.42931
ZN787.H13CORE.1.S.C	3.76703	5.05441	7.35334
ZN789.H13CORE.0.P.C	-1.76079	-0.13029	3.27921
ZN790.H13CORE.0.P.C	4.07371	5.03411	7.00841
ZN790.H13CORE.1.P.C	4.88757	5.77449	7.46356
ZN791.H13CORE.0.P.C	-6.40389	-4.41869	-0.25389
ZN793.H13CORE.0.P.B	1.91771	3.29011	6.06221
ZN793.H13CORE.1.P.C	2.48031	3.82721	6.52351
ZN799.H13CORE.0.P.C	0.61761	1.89091	4.59241
ZN805.H13CORE.0.P.C	-7.47879	-5.59369	-1.60129
ZN816.H13CORE.0.P.B	1.72061	3.06091	5.81641
ZN816.H13CORE.1.P.C	3.34481	4.50171	6.83821
ZN821.H13CORE.0.SM.B	-1.53109	0.17721	3.73121
ZN823.H13CORE.0.P.C	0.32191	1.75031	4.73491
ZN860.H13CORE.0.P.C	3.07501	4.30581	6.79941
ZN875.H13CORE.0.P.C	-1.97069	-0.36849	2.98011
ZN879.H13CORE.0.P.C	0.75151	2.01761	4.70451
ZN880.H13CORE.0.P.C	0.48171	1.83751	4.68431
ZN891.H13CORE.0.P.C	2.49661	3.80191	6.44211
ZNF10.H13CORE.0.P.C	-8.46969	-6.46189	-2.22129
ZNF107.H13CORE.0.PSGI.A	0.40831	1.83651	4.81401
ZNF12.H13CORE.0.P.C	3.36591	4.39041	6.54831
ZNF12.H13CORE.1.M.C	-1.60899	0.05771	3.52111
ZNF12.H13CORE.2.S.C	3.86121	4.92391	7.06091
ZNF131.H13CORE.0.PSGI.A	-2.40519	-0.57889	3.28691
ZNF14.H13CORE.0.P.C	2.18071	3.34601	5.80221
ZNF142.H13CORE.0.PSGI.A	-0.95609	0.83611	4.51131
ZNF16.H13CORE.0.P.C	-1.37539	0.15791	3.38341
ZNF160.H13CORE.0.SG.A	0.84491	2.20071	5.03661
ZNF18.H13CORE.0.P.B	3.07757	4.29972	7.15412
ZNF20.H13CORE.0.PSG.A	2.35161	3.71641	6.47291
ZNF208.H13CORE.0.SGI.A	1.16251	2.73671	6.01021
ZNF215.H13CORE.0.PSG.A	3.17453	4.43769	7.10898
ZNF226.H13CORE.0.PSGI.A	0.46261	1.84891	4.76031
ZNF229.H13CORE.0.SG.A	-1.87869	-0.10339	3.58761
ZNF23.H13CORE.0.P.C	0.38161	1.70641	4.50791
ZNF233.H13CORE.0.PG.A	-2.60509	-1.06649	2.19261
ZNF234.H13CORE.0.PSG.A	1.45981	2.79961	5.58251
ZNF24.H13CORE.0.P.B	-1.43629	0.17171	3.54031
ZNF251.H13CORE.0.PSGI.A	2.10271	3.37781	6.00751
ZNF26.H13CORE.0.P.B	-0.67539	0.78881	3.86431
ZNF26.H13CORE.1.P.B	3.84291	4.85091	6.93111
ZNF275.H13CORE.0.SG.A	-2.62789	-0.85229	2.85751
ZNF28.H13CORE.0.P.C	3.57731	4.63051	6.81351
ZNF286B.H13CORE.0.PSG.A	3.25491	4.33101	6.58241
ZNF292.H13CORE.0.PSG.A	3.75191	4.79811	6.93441
ZNF3.H13CORE.0.P.B	3.93051	4.86611	6.83611
ZNF30.H13CORE.0.P.C	4.06291	4.97721	6.89811
ZNF32.H13CORE.0.SM.B	3.59311	4.68541	6.92271
ZNF335.H13CORE.0.PSG.A	2.60631	3.96787	6.75282
ZNF34.H13CORE.0.P.C	3.67451	4.71631	6.86361
ZNF347.H13CORE.0.PSGI.A	-0.66759	0.83391	3.97451
ZNF35.H13CORE.0.P.C	3.38051	4.41061	6.57571
ZNF35.H13CORE.1.P.C	4.44828	5.44899	7.62595
ZNF358.H13CORE.0.SG.A	3.78951	4.82291	6.93181
ZNF362.H13CORE.0.PSGI.A	0.98601	2.78346	5.72031
ZNF367.H13CORE.0.PSGI.A	2.50244	4.19719	7.33622
ZNF395.H13CORE.0.PSGI.A	3.09293	4.39887	6.98751
ZNF407.H13CORE.0.PSGI.A	2.31531	3.59411	6.21571
ZNF41.H13CORE.0.P.C	1.98321	3.19921	5.74661
ZNF41.H13CORE.1.P.C	4.52281	5.47331	7.33951
ZNF43.H13CORE.0.PSGI.A	3.49513	4.72364	7.10671
ZNF44.H13CORE.0.P.C	3.50121	4.59281	6.83551
ZNF470.H13CORE.0.PSG.A	-4.41489	-2.50679	1.48981
ZNF471.H13CORE.0.PSG.A	4.25371	5.30901	7.35991
ZNF48.H13CORE.0.PSG.A	3.20121	4.25741	6.47201
ZNF493.H13CORE.0.PSGI.A	-1.54159	0.10311	3.53061
ZNF497.H13CORE.0.SG.A	1.89261	3.13631	5.73421
ZNF500.H13CORE.0.PSGI.A	-3.39379	-1.46349	2.65961
ZNF503.H13CORE.0.P.B	4.82461	5.60111	7.17871
ZNF507.H13CORE.0.I.B	5.83195	6.14410	6.57503
ZNF510.H13CORE.0.PSG.A	2.98581	4.16181	6.53931
ZNF516.H13CORE.0.S.C	3.43656	5.56843	7.75018
ZNF518B.H13CORE.0.PSG.A	-0.88968	0.86121	4.67812
ZNF526.H13CORE.0.S.C	-1.25139	0.56871	4.29431
ZNF532.H13CORE.0.SG.A	4.09671	5.31381	7.48381
ZNF536.H13CORE.0.SGI.A	5.56915	6.37493	6.94722
ZNF551.H13CORE.0.PSG.A	0.21611	1.63891	4.60991
ZNF568.H13CORE.0.SG.A	2.09011	3.46841	6.27391
ZNF569.H13CORE.0.SG.A	-0.98929	0.64761	4.05111
ZNF57.H13CORE.0.PSG.A	3.30051	4.36121	6.57481
ZNF575.H13CORE.0.PSG.A	0.44971	2.00771	5.22451
ZNF587B.H13CORE.0.SG.A	2.43951	3.85341	6.67941
ZNF606.H13CORE.0.PSG.A	-1.91809	-0.22509	4.04191
ZNF618.H13CORE.0.G.B	2.17911	3.50131	6.18481
ZNF623.H13CORE.0.PG.A	-5.96859	-4.12179	-0.21529
ZNF646.H13CORE.0.PSG.A	-5.36489	-3.66409	-0.04699
ZNF648.H13CORE.0.PSGI.A	-1.45619	0.25831	3.81741
ZNF66.H13CORE.0.PG.A	3.07881	4.25771	6.66721
ZNF665.H13CORE.0.PSG.A	2.53831	3.73021	6.20501
ZNF668.H13CORE.0.SG.A	1.09821	2.56351	5.56021
ZNF672.H13CORE.0.PSG.A	-4.58119	-2.62059	1.47911
ZNF676.H13CORE.0.PSG.A	3.57371	4.66631	6.89191
ZNF678.H13CORE.0.PSG.A	3.15631	4.25721	6.54071
ZNF683.H13CORE.0.PSG.A	2.51181	3.92225	6.86269
ZNF689.H13CORE.0.PSG.A	2.53801	3.68871	6.10031
ZNF696.H13CORE.0.PSG.A	-3.70369	-1.87039	1.97101
ZNF699.H13CORE.0.PSG.A	2.58501	3.84731	6.40911
ZNF7.H13CORE.0.P.B	3.63471	4.66181	6.78491
ZNF70.H13CORE.0.PSG.A	-3.79999	-1.96729	1.87131
ZNF700.H13CORE.0.PSG.A	4.68621	5.67421	7.47739
ZNF703.H13CORE.0.P.C	4.75517	5.60335	7.92951
ZNF705EP.H13CORE.0.P.B	-13.60969	-11.37199	-6.62069
ZNF709.H13CORE.0.P.C	3.32441	4.36241	6.53851
ZNF721.H13CORE.0.PSG.A	2.90201	4.10821	6.56401
ZNF724.H13CORE.0.PSG.A	-1.09499	0.48091	3.77381
ZNF726.H13CORE.0.PSGI.A	-1.16979	0.52911	4.04511
ZNF728.H13CORE.0.PSG.A	2.57061	3.73221	6.16231
ZNF729.H13CORE.0.SG.A	1.89733	3.33522	6.17177
ZNF732.H13CORE.0.PSG.A	-0.43559	1.19641	4.57151
ZNF74.H13CORE.0.P.C	-9.25629	-7.11279	-2.60509
ZNF746.H13CORE.0.PSG.A	-1.00709	0.58681	3.89721
ZNF76.H13CORE.0.P.B	3.14471	4.24461	6.53101
ZNF76.H13CORE.1.SM.B	0.07101	1.56651	4.68181
ZNF77.H13CORE.0.P.C	3.75161	4.73941	6.80171
ZNF772.H13CORE.0.PG.A	-4.98559	-3.04649	1.00071
ZNF773.H13CORE.0.PG.A	3.36621	4.46801	6.73191
ZNF775.H13CORE.0.PSG.A	1.42871	3.00151	6.22272
ZNF780B.H13CORE.0.PSGI.A	4.35512	5.54392	7.54832
ZNF788P.H13CORE.0.S.C	3.28127	5.07499	8.08503
ZNF79.H13CORE.0.P.C	2.96491	4.05311	6.34171
ZNF8.H13CORE.0.P.C	3.85231	4.97301	7.17071
ZNF8.H13CORE.1.P.B	-5.20279	-3.42819	0.32031
ZNF800.H13CORE.0.PSG.A	3.64591	4.66561	6.78431
ZNF81.H13CORE.0.P.C	-10.68659	-8.43259	-3.68589
ZNF813.H13CORE.0.SG.A	0.57611	2.10991	5.27221
ZNF814.H13CORE.0.PSG.A	-2.42559	-0.56199	3.29141
ZNF827.H13CORE.0.SG.A	2.54606	4.16570	7.52904
ZNF83.H13CORE.0.G.C	3.06341	4.23361	6.58881
ZNF831.H13CORE.0.PSGI.A	3.00112	4.33477	6.98760
ZNF836.H13CORE.0.PSG.A	-2.72079	-0.93509	2.78671
ZNF841.H13CORE.0.PSGI.A	1.25271	2.60041	5.40411
ZNF845.H13CORE.0.PSG.A	2.61981	3.81941	6.29061
ZNF85.H13CORE.0.P.B	3.90281	4.95371	7.10373
ZNF85.H13CORE.1.P.B	3.32151	4.40211	6.64841
ZNF850.H13CORE.0.PSG.A	2.97461	4.07991	6.39161
ZNF853.H13CORE.0.SG.A	1.61882	3.00761	6.47391
ZNF865.H13CORE.0.PSG.A	-3.02039	-1.45869	1.86281
ZNF878.H13CORE.0.PS.A	2.37801	3.60981	6.15861
ZNF888.H13CORE.0.P.B	4.49715	5.56891	7.51608
ZNF90.H13CORE.0.P.C	-23.02119	-20.32289	-14.53359
ZNF92.H13CORE.0.P.B	-8.65939	-6.71189	-2.57779
ZSA5A.H13CORE.0.SM.B	-1.54959	0.16021	3.71041
ZSA5C.H13CORE.0.P.C	4.56431	5.39631	7.11841
ZSC16.H13CORE.0.PSM.A	-2.30039	-0.54529	3.10671
ZSC21.H13CORE.0.P.C	4.85426	5.67733	7.30320
ZSC22.H13CORE.0.P.C	2.90951	4.08461	6.51441
ZSC23.H13CORE.0.M.C	-0.16979	1.34631	4.50201
ZSC29.H13CORE.0.P.B	3.67451	4.76601	7.00207
ZSC29.H13CORE.1.M.C	-0.48349	1.18071	4.60281
ZSC31.H13CORE.0.P.C	3.58201	4.61031	6.75711
ZSC31.H13CORE.1.SM.B	-1.42979	0.22071	3.65351
ZSCA1.H13CORE.0.SM.B	-2.62179	-0.77789	3.06411
ZSCA4.H13CORE.0.SM.B	-4.53819	-2.58449	1.70671
ZSCAN12.H13CORE.0.P.B	4.41131	5.27461	7.06901
ZSCAN2.H13CORE.0.PG.A	-11.61279	-9.39849	-4.71479
ZSCAN25.H13CORE.0.PSG.A	-0.44399	1.18041	4.53371
ZXDA.H13CORE.0.PSI.A	3.87406	4.99824	7.13240
ZXDB.H13CORE.0.PI.A	4.53104	5.77937	7.83378
ZXDC.H13CORE.0.PI.A	3.69611	4.88861	7.18061
